lunch total score
standard 197
standard 219
standard 206
standard 219
standard 227
standard 180
standard 266
free/reduced 215
standard 237
standard 186
standard 175
standard 221
standard 161
standard 200
standard 203
standard 185
free/reduced 177
free/reduced 182
standard 259
standard 179
standard 247
standard 168
free/reduced 93
standard 177
free/reduced 167
standard 180
free/reduced 188
free/reduced 166
standard 242
standard 232
free/reduced 188
standard 220
standard 275
standard 202
free/reduced 130
standard 252
free/reduced 280
standard 231
standard 192
standard 249
standard 282
free/reduced 231
free/reduced 132
free/reduced 124
standard 218
standard 207
free/reduced 202
standard 190
standard 218
free/reduced 199
standard 222
standard 210
standard 167
standard 216
free/reduced 134
free/reduced 180
standard 269
standard 194
standard 173
standard 180
standard 139
free/reduced 169
standard 287
standard 175
standard 204
standard 193
standard 239
free/reduced 165
standard 256
standard 215
standard 245
standard 197
standard 197
free/reduced 202
standard 226
standard 213
standard 214
standard 189
free/reduced 167
free/reduced 268
standard 179
free/reduced 172
standard 224
free/reduced 114
free/reduced 191
standard 255
free/reduced 205
free/reduced 177
free/reduced 185
free/reduced 189
standard 203
standard 172
free/reduced 156
standard 205
free/reduced 151
standard 207
free/reduced 214
standard 177
standard 259
standard 227
standard 239
free/reduced 201
standard 232
free/reduced 234
standard 218
free/reduced 195
standard 247
standard 135
standard 226
free/reduced 234
standard 289
free/reduced 216
free/reduced 172
free/reduced 176
free/reduced 140
standard 257
free/reduced 155
standard 300
standard 205
free/reduced 166
free/reduced 153
standard 217
free/reduced 258
standard 195
standard 262
free/reduced 95
free/reduced 204
free/reduced 250
standard 241
standard 258
standard 206
standard 238
standard 187
standard 271
standard 230
standard 204
standard 220
standard 189
standard 214
standard 212
free/reduced 167
free/reduced 197
standard 157
standard 155
standard 215
free/reduced 164
free/reduced 209
standard 174
free/reduced 243
free/reduced 226
standard 198
standard 256
standard 259
standard 186
standard 198
standard 154
free/reduced 213
standard 203
standard 219
standard 235
standard 273
free/reduced 178
standard 276
free/reduced 153
standard 244
standard 204
free/reduced 168
standard 234
standard 265
standard 220
standard 157
free/reduced 163
standard 177
free/reduced 268
standard 248
standard 247
standard 213
standard 222
free/reduced 224
standard 172
standard 261
standard 184
free/reduced 163
standard 154
standard 187
free/reduced 177
free/reduced 132
free/reduced 117
standard 206
standard 208
standard 154
standard 181
standard 261
standard 210
free/reduced 232
standard 169
standard 179
standard 222
standard 275
standard 212
free/reduced 241
standard 237
standard 266
standard 193
free/reduced 241
standard 289
standard 203
free/reduced 193
standard 220
free/reduced 220
free/reduced 265
standard 138
free/reduced 203
standard 138
free/reduced 104
standard 206
free/reduced 194
free/reduced 193
standard 201
standard 228
standard 211
standard 278
free/reduced 223
free/reduced 145
standard 136
free/reduced 292
free/reduced 210
free/reduced 158
free/reduced 203
standard 216
standard 279
standard 171
free/reduced 180
standard 226
free/reduced 148
standard 164
standard 261
free/reduced 162
standard 182
standard 274
standard 236
free/reduced 214
standard 228
standard 223
standard 217
standard 201
free/reduced 169
standard 183
standard 179
free/reduced 169
standard 183
standard 200
standard 223
standard 291
standard 207
free/reduced 69
standard 155
standard 219
standard 228
standard 177
standard 88
standard 234
free/reduced 168
free/reduced 263
standard 209
standard 251
free/reduced 152
standard 187
standard 186
free/reduced 192
standard 183
standard 275
standard 216
standard 268
standard 200
standard 120
standard 249
standard 260
free/reduced 206
free/reduced 150
free/reduced 181
free/reduced 161
standard 282
free/reduced 181
standard 296
free/reduced 202
standard 155
free/reduced 152
standard 150
standard 201
standard 204
standard 221
standard 248
standard 248
standard 209
free/reduced 228
standard 260
standard 236
standard 223
standard 144
free/reduced 252
free/reduced 232
standard 233
standard 195
standard 227
standard 194
free/reduced 194
standard 158
standard 229
free/reduced 160
standard 224
standard 269
standard 209
standard 231
standard 196
free/reduced 208
standard 196
free/reduced 161
standard 262
free/reduced 224
standard 202
free/reduced 195
standard 201
standard 206
free/reduced 170
free/reduced 207
free/reduced 249
standard 208
standard 230
free/reduced 210
free/reduced 159
standard 223
standard 233
standard 224
standard 180
standard 227
standard 228
free/reduced 234
free/reduced 184
standard 213
standard 188
standard 171
free/reduced 113
standard 196
standard 293
standard 228
free/reduced 228
free/reduced 155
free/reduced 266
standard 155
free/reduced 227
free/reduced 221
standard 227
standard 168
free/reduced 254
standard 247
standard 201
standard 214
free/reduced 191
standard 242
standard 196
standard 258
standard 194
free/reduced 186
free/reduced 199
standard 116
standard 177
standard 255
free/reduced 161
standard 267
standard 250
standard 297
standard 246
standard 204
free/reduced 257
standard 223
standard 291
standard 226
free/reduced 244
free/reduced 204
free/reduced 173
free/reduced 252
standard 140
standard 131
standard 226
standard 217
standard 176
free/reduced 249
standard 129
free/reduced 225
free/reduced 144
standard 270
standard 146
free/reduced 168
standard 183
standard 255
free/reduced 192
standard 225
free/reduced 176
standard 225
free/reduced 150
standard 247
standard 204
free/reduced 157
standard 225
standard 215
standard 201
free/reduced 169
standard 257
standard 208
standard 205
free/reduced 231
standard 252
free/reduced 166
standard 271
standard 165
free/reduced 210
free/reduced 176
standard 223
free/reduced 189
standard 160
standard 245
standard 187
standard 182
standard 218
standard 210
standard 198
standard 214
free/reduced 175
standard 149
standard 222
free/reduced 191
free/reduced 219
standard 191
free/reduced 162
standard 208
free/reduced 122
standard 233
standard 261
free/reduced 159
standard 251
free/reduced 243
standard 173
standard 251
standard 127
free/reduced 228
standard 89
free/reduced 194
free/reduced 178
standard 170
free/reduced 196
free/reduced 209
standard 250
standard 145
free/reduced 198
standard 210
free/reduced 235
standard 183
standard 164
standard 208
standard 229
standard 276
standard 254
standard 227
free/reduced 230
free/reduced 213
free/reduced 126
standard 234
standard 164
standard 118
free/reduced 141
standard 185
standard 247
standard 235
standard 267
standard 168
free/reduced 207
free/reduced 200
standard 256
standard 267
free/reduced 261
free/reduced 152
free/reduced 240
free/reduced 158
standard 187
free/reduced 194
standard 210
free/reduced 236
standard 175
free/reduced 178
free/reduced 249
standard 182
standard 248
standard 153
standard 198
standard 194
standard 236
free/reduced 168
standard 216
free/reduced 137
standard 173
free/reduced 103
free/reduced 227
free/reduced 169
standard 259
standard 261
standard 168
standard 199
standard 224
standard 205
standard 192
standard 265
standard 210
standard 181
standard 290
free/reduced 208
standard 225
standard 147
free/reduced 232
standard 168
free/reduced 254
free/reduced 119
standard 222
standard 281
standard 252
free/reduced 164
standard 144
free/reduced 224
free/reduced 151
standard 164
standard 218
standard 244
free/reduced 262
free/reduced 166
free/reduced 210
standard 247
standard 172
standard 211
standard 214
standard 193
standard 211
free/reduced 208
free/reduced 145
standard 156
standard 218
standard 288
free/reduced 185
free/reduced 208
free/reduced 143
standard 262
standard 262
free/reduced 190
standard 237
standard 190
free/reduced 104
free/reduced 92
free/reduced 220
standard 184
standard 225
standard 258
standard 225
free/reduced 123
free/reduced 293
free/reduced 235
standard 242
standard 156
standard 254
free/reduced 214
standard 204
free/reduced 140
standard 235
standard 179
free/reduced 175
free/reduced 162
standard 204
standard 300
standard 157
standard 214
standard 278
free/reduced 206
free/reduced 134
standard 204
free/reduced 184
free/reduced 213
standard 198
free/reduced 172
free/reduced 197
free/reduced 133
free/reduced 155
free/reduced 211
free/reduced 181
free/reduced 205
free/reduced 219
standard 275
free/reduced 191
standard 177
free/reduced 172
standard 251
standard 214
free/reduced 210
standard 265
standard 211
free/reduced 184
standard 187
standard 173
standard 244
free/reduced 167
free/reduced 151
free/reduced 205
standard 238
standard 235
free/reduced 220
standard 164
standard 200
standard 191
standard 252
standard 292
standard 167
standard 227
standard 178
free/reduced 155
standard 300
free/reduced 216
standard 187
standard 204
standard 198
standard 186
standard 211
standard 239
standard 289
standard 219
free/reduced 163
free/reduced 175
standard 184
standard 223
free/reduced 182
standard 185
standard 144
standard 280
free/reduced 55
standard 237
standard 250
standard 256
standard 231
standard 162
standard 150
standard 232
free/reduced 134
free/reduced 236
free/reduced 242
standard 225
free/reduced 207
free/reduced 208
standard 188
standard 282
free/reduced 172
free/reduced 195
standard 223
free/reduced 249
